NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A50A,A3Ar_w,A50B,A4A_new_w,A5_2015,A6,A7,A7A,A11,A8_2021,AM21,X3,A9,A40,A10,A10A,A21_2015,A14,A41,A61,J1,J2,J3,J4,J40,J5,J6,J8,J9,J10,J20,J60_1,J60_2,J60_3,J60_4,J60_5,J60_6,J60_7,J60_90,J60_98,J60_99,J61,J62,J32,J33_40,J63,J64,J41_1,J41_2,J41_3,J42_1,J42_2,J43,J65,J66,B1,B2,B4,B41_1,B41_2,B60,B31,B42,B43,B61,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,B14A_1,B14A_60,EA_1,E7,E8,E20,E15_2015,E60,P60,P51,P61,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,G1,G20,G30_1,G30_2,G30_3,G30_4,G30_5,G30_97,G30_98,G30_99,G35,G22_2015,G25_1,G25_2,G25_3,G25_4,G25_5,G60,G38,G23,H1,H30_3,M1_1,M4,M20,M21_1,M21_2_2015,M21_3,M21_4,M6,M7,M8,M31,M50,M9,M10,wgt_n2,wgt_d2,wgt_s3
2024010043,33,2,1,1,4,4,2,2,1,2,1,3,3,3,1,3,2,3,1,2,1,2,99,8,3,98,3,3,2,2,2, ,2,99,0,0,0,1,0,0,0,0,0,0,1,2,4,6,3,1,3,5,4,4,1,4,2, ,1,2,2,3,2,7,2,3,3,2,2, , ,2, , , ,1,2,2, , , , ,1,2,2,3,1,1,2,98,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,1,7,1,2,7,6,98, , , , ,98,98,98,98,98,98,2,1.9129545252,1.795204484,1.2763989209
2024010044,3,8,4,2,6,12,1,6,4,1,3,5,2,3,1,8,2, ,2, , ,5,2,6,5,1,2,1,1, , ,1,2,1,1,1,0,0,0,0,0,0,0,0,2,1,5,4,3, ,3,2,1,5,5,4,1,2,1,1,2,3,3,7,1,1,3,2,1, ,1,1,2,2,2,1,2,1,2,2, , ,2,2,2,3,3,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,7,3, , , , ,1,2,1,3,1,2,2,.3897655687,2.0201685757,.8907727025
2024010045,48,9,4,2,5,11,1,5,5,1,3,5,2,3,1,7,2, ,1,2, ,4,2,4,2,3,3,2,1, ,2, ,2,4, , , , , , , , , , ,1,1,3,7,5, ,5,3,4,3,5,3,2, ,1,2,2,2,2,6,3,3,2,2,2, , ,2, , , ,2,2,2, , , , ,1,2,2,3,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,2,1,2,2,1,1,2,6,6,98, , , , ,1,98,98,98,1,98,1,1.4907663959,.863479821,.98549471
2024010046,31,2,1,1,5,5,1,6,2,2,2,6,9,3,1,2,1,2,1, ,1,5,2,6,5,3,3,2,1, ,2, ,2,1,0,1,0,0,0,0,0,0,0,0,1,2,5,5,5,1,2,2,2,3,3,3,2, ,1,1,2,3,3,5,3,1,1,2,1,1,2,2, , , ,1,1,1,1,2,2,1,1,98,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,4,1,1,7,7,98, , , , ,98,99,99,99,99,98,98,1.6287042855,.5398254896,.7817927647
2024010047,20,1,1,2,6,12,1,2,2,2,2,5,4,3,1,8,2,8,2,2,2,2,2,4,2,3,3,1,2, , ,2,2,3,1,1,1,0,0,0,1,0,0,0,1,2,4,4,3, ,5,3,3,3,2,3,1,1,1,1,2,1,3,4,3,3,2,2,2, , ,2, , , ,2,2,1,2,2, , ,2,2,2,3,2,2,98,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,4,1,2,6,4,3, , , , ,3,3,98,3,98,98,98,.4181933317,.60024685,1.0584183763
2024010048,44,7,3,2,3,9,2,3,2,1,3,1,5,3,1,2,2, ,1,1, ,2,2,4,4,1,3,2,1,2,2, ,2,2,0,0,0,0,0,1,1,0,0,0,1,2,4,6,2,2,4,5,3,3,2,2,2, ,1,2,2,1,3,2,2,1,3,1,98, , ,2, , , ,2,2,2, , , , ,1,2,2,3,1,1,2,2,2,2,98,2,2,0,0,0,0,0,1,0,0, , ,1,1,3,3,1,2,2,1,1,2,4,4,2,1, ,2, ,98,98,3,3,98,2,98,1.4022335404,2.8652844391,.8663746418
2024010049,38,9,4,2,6,12,1,2,4,1,3,5,3,3,1,8,2, ,2,2, ,2,2,4,1,3,2,1,1, , ,1,2,1,1,0,0,0,0,0,0,0,0,0,1,2,5,5,98, ,5,3,5,1,4,2,2, ,1,1,2,1,3,5,3,3,3,2,2, , ,1,2,2,2,2,2,2, , , , ,1,2,2,3,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,4,3, , , , ,1,3,4,3,98,1,2,1.4907663959,.472667175,1.063156248
2024010050,39,2,1,1,4,4,1,2,2,1,3,6,1,3,1,7,2, ,1,2, ,2,2,7,8,3,3,2,1, ,2, ,2,4, , , , , , , , , , ,1,2,4,6,2, ,2,3,3,4,4,3,2, ,1,1,2,3,2,6,2,2,3,2,2, , ,2, , , ,2,2,2, , , , ,1,2,2,3,1,1,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,3,1,2,5,5,3, , , , ,2,2,3,2,3,1,2,1.873124777,.9554520189,.9632851069
2024010051,15,3,2,2,6,12,1,6,1,2,1,5,7,3,1,8,2,8,2, ,1,5,2,7,7,3,3,2,1, , ,1,2,1,1,0,0,0,1,0,0,0,0,0,2,2,5,3,2, ,1,2,3,3,2,3,1,2,1,1,2,2,3,7,2,2,3,1,1,3,2,1,2,2,2,1,2,1,1,2,2,1,2,1,1,2,3,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,2,1,2,7,5,2,2,1,2, ,1,3,2,2,2,1,2,1.2504873377,.6200718483,.9585632965
2024010052,39,2,1,2,6,12,1,4,4,4,3,1,5,3,1,8,2, ,2,2, ,3,2,6,1,98,3,1,2,2, ,2,2,98,1,0,0,0,0,0,0,0,0,0,1,2,98,5,98, ,3,3,2,2,3,3,2, ,1,1,2,3,2,6,3,3,3,2,2, , ,2, , , ,2,2,1,2,2, , ,98,1,2,3,7, , , , , , ,2,1,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,1,6,1,2,7,4,3, , , , ,1,98,1,4,98,1,98,2.0698014604,1.0449382298,1.0505833929
2024010053,10,5,3,1,6,6,1,6,1,2,1,5,6,3,1,8,2,8,2, ,1,1,2,7,9,3,3,1,1, , ,1,2,1,0,0,0,0,0,0,0,1,0,0,2,2,5,3,4, ,2,2,2,3,3,3,2, ,1,1,2,1,3,6,2,2,3,2,1,3,1,1,2,2,2,2,2,1,2,1,2, ,2,1,2,1,2,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,3,1,2,7,7,2,2,1,2, ,1,3,2,3,1,1,2,.9342761568,2.5431343384,.8985226457
2024010054,23,3,2,2,6,12,1,5,1,2,1,5,4,3,1,8,2,8,2,2,1,98,2,7,1,3,3,1,98, , ,98,2,98,0,0,0,0,0,0,0,0,1,0,2,2,5,4,1, ,1,1,1,98,1,98,2, ,2,2, , , ,4,3,3,3,2,2, , ,2, , , , , ,1,2,2, , ,2,2,2,3,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,4,5,98, , , , ,98,98,98,98,98,1,98,1.4909979247,1.1487596851,1.0839897987
2024010055,6,8,4,2,3,9,1,4,2,4,3,6,7,3,1,6,2, ,1,2, ,3,2,1,5,2,1,1,2, ,2, ,2,3,0,0,0,0,0,0,1,0,0,0,2,2,2,6,3, ,5,4,5,1,5,2,2, ,1,1,1,1,3,7,3,2,3,2,2, , ,2, , , ,1,2,2, , , , ,2,1,2,2,2,2,1,1,1,1,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,1,7,1,2,5,5,3, , , , ,98,3,98,98,2,1,2,.428704181,1.8166088548,.9460254106
2024010056,36,3,2,2,2,8,1,2,1,2,1,1,1,3,1,7,2,7,1,2,1,2,2,7,7,3,2,3,2,2,2, ,2,4, , , , , , , , , , ,1,2,4,5,3, ,4,4,4,1,4,2,2, ,1,2,1,1,3,5,3,3,2,1,2, , ,2, , , ,2,2,2, , , , ,1,2,2,3,7, , , , , , ,2,98,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,4,1,1,3,4,3, , , , ,1,1,1,4,1,98,98,1.370103111,1.2594620159,.9982787729
2024010057,36,3,2,2,6,12,1,3,2,1,3,5,2,3,1,8,2, ,2,2, ,2,2,4,98,2,2,1,2, , ,2,2,4, , , , , , , , , , ,1,2,2,5,3, ,5,5,3,4,5,2,2, ,1,2,2,3,2,6,3,3,3,2,2, , ,2, , , ,2,2,2, , , , ,1,2,2,1,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,1,7,1,2,7,7,3, , , , ,3,3,98,98,2,2,98,1.4909979247,1.363953569,1.0608814933
2024010058,11,5,3,2,6,12,1,3,4,1,3,6,1,3,1,7,2, ,1,2, ,2,2,1,1,2,1,1,2, ,2, ,2,4, , , , , , , , , , ,2,2,2,7,7, ,5,5,5,2,5,2,2, ,1,2,1,1,3,1,1,3,3,2,2, , ,2, , , ,2,2,2, , , , ,2,2,2,3,3,2,1,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,2,1,2,2,7,1,2,3,1,3, , , , ,98,98,98,2,98,1,1,1.1873034111,1.4929958061,1.1251333842
2024010059,47,5,3,2,4,10,1,3,4,1,3,6,6,3,1,2,2, ,1,2, ,2,2,8,8,1,3,1,1, ,1, ,2,1,1,0,0,0,0,0,0,0,0,0,2,2,4,3,2,1,1,1,2,5,2,4,2, ,1,1,2,3,3,7,1,2,2,1,1, ,2,2, , , ,1,2,2, , , , ,2,2,2,3,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,7,3, , , , ,1,1,1,3,98,98,98,1.0952625103,1.1834973106,1.0628771339
2024010060,43,6,3,2,6,12,1,2,1,2,1,6,1,3,1,8,2,8,2,2,3,2,2,8,1,3,3,1,1, , ,2,2,98,0,1,0,0,0,0,0,0,0,0,2,2,5,4,98, ,2,2,2,3,3,3,2, ,1,2,2,2,1,4,2,3,3,2,2, , ,2, , , ,2,2,1,2,2, , ,2,2,2,3,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,4,1,2,7,5,3, , , , ,98,98,4,98,98,98,98,.7897873643,1.535543742,1.0541970682
2024010061,15,3,2,1,6,6,1,2,1,2,1,5,4,2,1,8,2,3,2,2,1,2,2,9,8,1,3,1,1, , ,2,2,1,1,0,0,0,0,0,0,0,0,0,2,2,5,1,1, ,1,1,1,5,1,3,2, ,1,1,2,3,3,4,3,3,3,98,1,2,98,1,2,2,2,1,2,1,2,2, , ,2,2,2,1,3,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,6,3, , , , ,1,98,98,2,98,1,98,1.398905345,.6803604891,.9786957297
2024010062,20,1,1,1,4,4,1,6,1,2,1,6,7,3,1,1,2,1,1, ,1,5,2,8,2,1,3,1,1, ,1, ,2,1,1,0,0,0,0,0,0,0,0,0,1,2,4,2,2,1,1,1,2,4,2,4,1,2,1,1,2,3,2,7,2,3,3,2,1,2,2,1,1,2,2,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,6,3, , , , ,1,3,4,2,98,1,2,.3174076448,.4573033507,.8337931123
2024010063,5,9,4,2,5,11,1,4,5,1,3,6,4,3,1,1,2, ,1,2, ,3,2,7,4,3,3,2,1, ,1, ,2,1,0,1,1,0,1,0,0,0,0,0,1,2,5,4,2,2,3,3,3,2,3,3,98, ,1,1,2,2,3,5,2,2,2,98,1, ,1,2,2,2,2,2,2,2, , , , ,1,2,2,1,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,2,1,2,6,6,2,2,1,2, ,1,3,3,98,1,1,2,1.4907663959,4.3676522052,1.3137683614
2024010064,11,5,3,2,4,10,2,3,2,4,3,5,1,3,1,6,2, ,1,2, ,2,2,8,4,1,3,2,1, ,2, ,2,2,0,0,1,0,0,0,0,0,0,0,2,2,3,4,98, ,2,3,1,3,4,4,98, ,1,2,2,1,1,7,3,2,3,2,2, , ,2, , , ,2,2,2, , , , ,2,2,2,3,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,4,98,2,5,6,3, , , , ,98,98,4,98,98,98,2,1.0967971395,1.3677950895,.9920598877
2024010065,33,2,1,2,6,12,1,3,5,1,3,5,3,3,1,8,2, ,2,2, ,2,2,7,1,1,3,1,1, , ,2,2,1,1,0,0,0,0,0,0,0,0,0,2,2,5,4,2, ,1,1,98,5,2,1,2, ,1,1,2,3,1,7,3,3,3,2,2, , ,1,2,2,2,2,2,1,2,2, , ,2,2,2,3,3,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,4,3, , , , ,98,98,98,98,99,1,98,2.0698014604,1.559599906,1.2062491941
2024010066,44,7,3,1,6,6,1,7,1,2,1,5,6,3,1,8,2,8,2, ,1,5,2,7,3,1,3,1,1, , ,1,2,1,1,1,0,0,0,0,0,0,0,0,1,2,5,3,1, ,2,2,2,4,2,3,2, ,1,1,2,2,1,4,3,3,3,2,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,1,3,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,5,3, , , , ,1,3,1,2,1,1,2,1.1712226338,2.497775891,.9265621096
2024010067,5,9,4,1,3,3,2,7,1,3,1,6,5,3,1,2,2,2,1, ,1,6,2,9,8,1,1,1,1, ,1, ,1,1,1,0,0,0,0,1,1,0,0,0,1,1,4,7,3,3,4,5,3,5,4,4,2, ,1,1,2,3,2,7,1,1,2,1,1,1,1,1,1,2,2,1,1,2, , , , ,1,1,2,3,3,1,1,1,1,1,1,2,2,0,0,0,0,0,1,0,0, , ,2,5,3,1,4,2,2,7,1,1,7,7,1, , , , ,2,2,1,3,3,1,1,1.7458151003,3.5408777295,.9500752889
2024010068,41,5,3,2,3,9,2,2,2,1,3,5,3,3,1,2,2, ,1,2, ,2,2,5,5,1,2,1,2, ,2, ,1,3,0,0,0,0,0,0,1,0,0,0,1,2,2,7,7,7,5,5,5,2,4,4,2, ,1,1,1,2,3,7,1,1,1,1,1, ,1,1,1,1,1,2,2,2, , , , ,1,1,2,3,2,2,2,1,1,1,1,2,1,0,0,0,0,0,1,0,0, , ,1,1,1,3,1,1,1,7,1,1,7,7,1, , , , ,2,3,1,3,1,1,1,1.0967971395,.6879592103,1.0708035492
2024010069,36,3,2,1,6,6,1,6,4,1,3,5,4,3,1,8,2, ,2, , ,5,2,3,7,3,2,1,2, , ,2,2,1,1,0,0,0,0,0,0,0,0,0,1,2,5,5,3, ,4,3,3,2,5,3,98, ,1,1,2,3,3,4,3,2,3,98,2, , ,1,2,2,2,2,2,1,1,2,2,1,1,1,2,3,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,98,3,1,2,7,5,3, , , , ,1,3,2,3,2,1,98,1.1732500707,1.0015734184,.6789943913
2024010070,11,5,3,2,5,11,2,3,4,1,3,5,2,3,1,3,2, ,1,2, ,2,2,2,1,1,1,1,2, ,2, ,1,4, , , , , , , , , , ,1,2,2,7,6,5,4,1,4,1,3,2,1,1,1,2,1,2,3,6,3,2,2,2,2, , ,2, , , ,2,2,2, , , , ,1,2,2,3,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , ,1,3,1,2,1,1,1,6,1,2,2,2,3, , , , ,1,2,98,2,98,1,98,1.1889670035,1.3929746861,1.0138398373
2024010071,18,6,3,2,5,11,1,3,1,2,1,1,1,3,1,8,1,7,2,2,1,2,2,1,1,1,2,2,2,2, ,2,1,98,0,0,1,0,0,0,0,0,0,0,1,2,3,4,3, ,3,3,3,3,3,4,99, ,99,99, , , ,4,3,3,3,2,2, , ,2, , , ,2,2,2, , , , ,2,2,2,3,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,4,1,2,4,5,3, , , , ,1,3,3,2,98,98,98,.7897873643,.9535961876,1.0285922624
2024010072,1,6,3,2,6,12,1,5,4,4,3,5,4,3,1,3,2, ,1,2, ,4,2,5,1,2,2,3,2, ,2, ,2,4, , , , , , , , , , ,1,2,3,4,1, ,2,4,4,2,2,3,2, ,1,1,2,3,1,4,3,3,3,2,2, , ,2, , , ,2,2,1,2,2, , ,2,2,2,3,2,2,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,4,1,2,5,4,3, , , , ,3,98,4,98,98,98,98,.7897873643,1.0895201963,1.0676131087
2024010073,3,8,4,2,4,10,1,2,2,1,3,1,1,3,1,4,2, ,1,2, ,2,2,7,1,3,2,1,2,2,2, ,2,3,1,1,0,0,0,1,1,0,0,0,1,2,98,7,3, ,5,5,4,3,3,3,1,1,1,1,2,1,2,7,3,2,1,2,2, , ,2, , , ,2,2,2, , , , ,1,2,2,3,1,1,2,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,2,1,1,1,1,2,2,4,1,2,7,4,3, , , , ,2,1,98,2,98,1,98,.428704181,2.1609226097,1.0477360512
2024010074,14,3,2,1,2,2,1,2,2,3,3,5,1,3,1,1,2, ,1,2, ,2,2,3,4,3,1,1,2, ,1, ,2,98,0,0,1,0,0,0,0,0,0,0,2,2,5,6,98, ,3,5,3,3,4,3,2, ,1,2,2,1,3,6,3,3,3,2,2, , ,2, , , ,2,2,2, , , , ,2,2,2,3,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,2,2,4,5,3, , , , ,1,1,3,98,98,98,98,1.6295092662,1.5804158929,.9583793894
2024010075,22,1,1,2,5,11,1,4,1,2,1,2,6,3,1,2,1,1,1,2,1,3,2,7,7,1,3,2,2,1,1, ,2,1,1,0,0,0,1,0,0,0,0,0,2,2,5,5,3,1,2,1,1,5,2,4,2, ,1,1,2,2,3,6,1,1,2,1,1,3,1,2,1,2,2,1,1,1,2,2, , ,2,2,1,1,4,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,6,2,1,1,1, ,3,2,1,4,98,2,2,.4181933317,2.9110159837,1.1133023843
2024010076,29,8,4,1,5,5,1,7,2,1,3,6,6,3,1,2,2, ,1, , ,6,2,10,6,3,3,2,1, ,1, ,2,1,0,1,0,0,0,0,0,0,0,0,2,2,5,5,1, ,2,2,3,3,1,3,1,2,1,2,2,3,3,5,1,3,3,2,1, ,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,1,3,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,7,3, , , , ,1,3,2,3,1,1,2,.3656914127,.809731914,.8075955337
2024010077,38,9,4,1,6,6,1,6,1,2,1,5,7,3,1,8,2,8,2, ,3,5,2,8,5,1,3,1,1, , ,1,2,1,1,0,0,0,0,0,0,0,0,0,2,2,5,1,1, ,2,2,3,5,2,4,2, ,1,1,2,2,1,7,3,3,3,98,2, , ,1,1,2,2,1,2,1,1,2,2,1,2,1,2,1,3,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,2,1,2,7,6,3, , , , ,1,3,98,98,2,1,2,1.1730678831,.3361722482,.7465465968
2024010078,3,8,4,2,4,10,1,6,1,2,1,1,5,99,1,4,2,4,1, ,1,5,2,3,7,2,2,3,2,1,1, ,1,2,1,1,1,1,1,0,0,0,0,0,1,2,4,7,3, ,5,5,5,2,5,2,2, ,1,1,2,3,2,6,2,1,3,2,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,0,0,0,0,0,1,0,0, , ,2,1,1,1,1,2,2,7,1,1,6,5,3, , , , ,1,3,98,98,2,1,98,.3595505675,1.8518830018,.8617363636
2024010079,11,5,3,2,4,10,2,1,1,2,1,6,2,3,1,4,2,3,1, ,2,1,2,1,4,3,2,1,1, ,2, ,1,3,0,0,1,0,0,0,0,0,0,0,1,2,2,4,98, ,5,5,5,1,3,98,2, ,1,2,2,1,1,4,3,3,3,2,2, , ,2, , , ,2,2,2, , , , ,1,2,2,3,7, , , , , , ,2,1,0,0,0,0,0,1,0,0, , ,1,1,1,3,1,2,1,4,2,2,2,1,3, , , , ,98,98,98,98,98,98,98,1.0967971395,1.3677950895,.9920598877
2024010080,44,7,3,2,5,11,2,5,1,2,1,5,2,3,1,7,2,2,1,2,3,6,2,4,4,2,2,1,2, ,2, ,2,3,0,0,1,0,0,0,1,0,0,0,2,2,3,6,4, ,3,4,4,2,4,3,2, ,1,2,1,1,2,5,2,2,3,98,2, , ,2, , , ,2,2,1,2,2, , ,2,2,2,3,3,2,1,1,1,1,2,2,1,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,1,6,1,2,6,5,98, , , , ,1,98,98,3,1,1,98,1.5200708962,2.8216803704,.8337693155
2024010081,22,1,1,2,6,12,1,6,2,1,3,6,4,3,1,2,2, ,1, , ,5,2,4,1,98,1,1,98, ,98, ,2,98,0,1,0,0,0,0,0,0,0,0,1,2,5,5,98, ,3,3,3,2,3,3,2, ,1,1,2,2,1,4,3,3,2,2,2, , ,2, , , ,2,2,1,2,2, , ,1,2,2,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,1,4,1,2,4,5,3, , , , ,98,98,98,98,98,98,98,.3507352072,2.410190995,.9481472184
2024010082,33,2,1,2,6,12,1,4,4,1,3,5,2,3,1,8,2, ,2,2, ,3,2,3,1,2,2,1,2, , ,2,1,2,0,1,0,0,0,0,0,0,0,0,1,2,5,6,5, ,5,5,5,1,5,1,2, ,1,2,2,1,3,5,3,3,2,2,1, ,2,2, , , ,2,2,2, , , , ,1,2,2,3,2,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,1,2,4,1,1,6,6,2,1,2,2, ,1,2,4,2,98,1,1,2.0698014604,1.559599906,1.2062491941
2024010083,11,5,3,2,1,7,2,2,1,3,1,3,1,3,1,2,1,2,1,2,1,2,1,10,10,2,2,2,1,2,2, ,1,2,0,0,0,0,0,0,0,1,0,0,1,2,98,4,98, ,3,3,4,4,4,3,2, ,1,1,2,98,2,4,2,2,98,1,98, , ,2, , , ,2,2,2, , , , ,2,2,2,2,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,4,1,2,4,5,3, , , , ,98,98,4,98,98,1,98,1.1142326146,1.7758327277,.8954705813
2024010084,5,9,4,2,6,12,1,6,4,1,3,6,9,3,1,1,2, ,1, , ,5,2,7,6,1,3,3,1, ,2, ,2,1,0,1,0,0,0,0,0,0,0,0,2,2,5,1,1, ,1,2,2,5,1,3,2, ,1,1,2,3,2,7,3,3,3,2,2, , ,1,1,2,2,1,2,2, , , , ,2,2,1,2,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,4,3, , , , ,1,3,1,4,1,1,2,1.2502931564,3.1065221204,.8833810361
2024010085,25,6,3,2,1,7,2,2,2,2,2,6,2,3,1,5,2,5,1, ,1,2,2,6,8,1,98,1,2, ,2, ,2,2,1,1,0,0,0,0,0,0,0,0,1,2,4,7,3, ,3,3,2,3,4,3,2, ,1,1,2,2,2,6,1,2,2,2,2, , ,2, , , ,2,2,2, , , , ,1,2,2,3,1,1,2,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,6,1,2,6,6,3, , , , ,98,98,2,98,3,2,1,.7267657986,.5740598601,.9532122912
2024010086,34,5,3,1,6,6,1,4,5,1,3,5,4,3,1,8,2, ,2,2, ,3,2,4,2,1,2,1,2, , ,1,2,4, , , , , , , , , , ,1,2,4,7,3, ,5,5,4,2,4,2,2, ,1,1,2,3,1,6,3,2,3,98,2, , ,2, , , ,2,2,2, , , , ,2,2,2,2,2,2,1,1,2,2,1,1,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,6,1,2,7,5,3, , , , ,1,3,1,3,3,1,2,1.1139687456,1.4194713053,.8771320198
2024010087,36,3,2,1,4,4,1,2,1,2,1,6,2,3,1,7,99,1,1,99,99,2,2,7,8,3,2,2,99, ,1, ,2,99,0,0,0,0,0,0,0,0,0,1,1,2,4,4,2, ,99,4,99,99,99,4,2, ,99,99, , , ,6,3,3,99,98,99, , ,99, , , ,99,2,1,1,99,2,1,1,2,2,3,99, , , , , , ,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,4,1,2,4,5,3, , , , ,99,99,4,1,1,99,99,1.3493203134,1.2336060803,1.0239382719
2024010088,33,2,1,2,5,11,1,6,4,1,3,6,9,3,1,6,2, ,1, , ,5,2,10,98,3,3,1,98, ,2, ,2,2,0,1,0,0,0,0,0,0,0,0,2,2,5,1,1, ,1,1,1,5,1,4,2, ,1,1,98,1,1,7,3,3,3,2,2, , ,2, , , ,98,98,1,2,2, , ,2,2,2,3,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,3,2,98, , , , ,1,3,1,3,98,2,2,1.7359249633,1.2516129913,.8884186562
2024010089,5,9,4,2,6,12,1,4,1,2,1,1,4,3,1,1,2,1,1,2,3,6,2,1,5,2,1,1,2,2,1, ,1,2,0,0,1,0,1,0,0,0,0,0,1,1,3,7,5,98,5,5,5,2,5,1,1,1,1,1,2,1,3,5,3,1,2,98,2, , ,2, , , ,2,2,2, , , , ,1,1,1,3,2,2,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,5,1,5,1,98,2,7,1,2,5,4,98, , , , ,1,3,2,3,98,1,2,1.4907663959,4.3676522052,1.3137683614
2024010090,37,7,3,1,3,3,1,4,1,1,1,6,5,3,1,1,2,1,1,2,3,3,2,1,1,3,98,98,2, ,2, ,2,2,0,0,1,0,0,1,1,0,0,0,2,2,1,4,1, ,2,5,2,3,3,3,2, ,1,2,2,1,1,4,3,3,3,2,2, , ,2, , , ,2,2,2, , , , ,2,1,2,3,7, , , , , , ,2,2,1,1,0,0,0,0,0,0,98,2,1,1,1,2,2,2,2,4,2,2,4,4,3, , , , ,98,98,4,98,98,98,98,1.3469886181,.42182832,1.007401603
2024010091,1,6,3,1,6,6,1,4,5,4,3,1,3,3,1,6,2, ,1,2, ,3,2,2,1,3,2,1,2,2,2, ,2,4, , , , , , , , , , ,1,2,98,5,2, ,3,2,3,2,3,98,2, ,1,1,2,1,2,4,3,3,3,2,2, , ,2, , , ,2,2,2, , , , ,1,2,2,3,7, , , , , , ,1,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,5,1,2,6,5,3, , , , ,2,3,98,3,98,2,1,.7410055688,.9905868319,.9941280921
