NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A3,A3Ar_w,A3B,A4A_new_w,A5_2015,A6,A7,A7A,A11,A8,AM21,AM30,AM31,AM22,X3,X4,A9,A10,A10A,A21_2015,A22_2015,A14,J1,J2,J3,J4,J5,J6,J8,J9,J10,J20,J30,J31,J32,J33_1,J33_2,B1,B2,B4,B30,B31,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,B14,D20_1,D20_2,D20_3,D20_4,D20_5,D20_6,D20_7,EA_1,E4A_2015,E5_2015,E7,E8,E20,E15_2015,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F10,G1,G20,G30_1,G30_2,G30_3,G30_4,G30_5,G30_97,G30_98,G30_99,G31,G32,G33,G34,G35,G22_2015,G36,G25_1,G25_2,G25_4,G25_5,G37_1,G37_2,G37_3,G37_98,G37_99,G38,G23,H1,H30_1,H30_2,H30_3,M1_1,M1_2,M4,M20,M21_1,M21_2_2015,M21_3,M21_4,M30,M6,M7,M8,M31,M9,M10,wgt_n2,wgt_d2,wgt_s3
2015010041,23,3,2,1,6,6,2,7,1,2,1,5,5,2,4,2,3,1, ,8,3,2, , ,3,7,4,3,3,2, , ,2,2,1,3,2,5,3,4,1,1,2,3,3,1,1,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1, ,1,2,2,1,3,1,2,2,2,2,2,1,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,3,1,2,2,2,4,7,6,3, , , , ,2,1,3,1,2,1,98,0.76328801,0.74434009,0.57949289
2015010042,6,8,4,2,4,10,2,5,1,2,1,1,3,3, , ,3,1, ,4,1,1,2, ,2,7,6,1,3,98,2,2, ,2,3,98,1,3,7,6,1,2,2,3,2,2, , ,2, , , ,2,1,2,2,2,2,1,2,2, , , , , , ,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,2,1,1,1,7,7,7,1, , , , ,2,2,2,98,1,1,98,0.58861105,2.66238327,1.21270535
2015010043,5,9,4,1,5,5,2,4,3,4,3,1,5,3, , , ,1, ,8, ,2,2, , ,7,3,1,3,1,1, ,1,2,1,4,1,4,1,6,1,1,2,2,3,1, ,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1, ,1,2,2,1,3,2,1,1,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,5,2,2,2,2, ,1,1,3,98,98,1,98,1.12879446,2.49075899,1.11834226
2015010044,33,2,1,1,4,4,1,7,4,1,3,6,5,3, , , ,1, ,3, ,1, , , ,7,5,1,3,1, ,2, ,2,1,3,2,5,3,5,1,1,2,3,3,1, ,1,2,2,2,2,1,1,2,2,2,2,1,2,1,13,25,1,2,2,1,4,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,2,1,2,2,2,7,7,6,3, , , , ,2,1,3,2,2,1,2,0.89754050,0.82797475,0.84041873
2015010045,38,9,4,2,5,11,1,6,1,2,1,5,5,3, , ,3,1, ,8,2,2, , ,3,7,4,3,3,1, , ,99,2,1,4,1,5,3,3,1,1,2,99,3,1,3,98,99, , , ,99,99,99,99,99,99,99,99,1,2,60,2,2, , ,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,6,3, , , , ,1,99,98,98,98,98,98,1.24255998,0.32707451,0.68337544
2015010046,5,9,4,1,6,6,1,6,4,1,3,6,3,2,4,2, ,1, ,8, ,2, , , ,8,5,3,3,1, , ,1,2,1,4,2,5,2,6,1,1,2,3,3,1, ,1,1,2,2,2,1,2,1,2,1,2,2,2,1,1, ,2,2, , ,2,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,6,6,5,3, , , , ,1,1,3,2,2,1,2,0.65579604,1.75812527,0.79616715
2015010047,39,2,1,2,2,8,1,5,2,3,3,6,1,3, , , ,1, ,3, ,1,2, , ,3,1,1,2,2, ,2, ,2,4,1,1,5,7,4,1,1,2,3,3,2, , ,2, , , ,2,2,2,2,2,2,2,2,2, , , , , , ,1,2,1,1,2,2,2,98,2,2,1,0,0,0,0,0,0,0,2,2,1,1,2,2,98,1,1,1,1, , , , , ,2,4,1,2,2,1,4,1,1,3, , , , ,2,1,3,4,98,1,2,2.04692274,1.39694812,1.11703925
2015010048,36,3,2,1,2,2,1,6,1,1,1,2,5,3, , ,3,1, ,2,2,1, , ,1,8,9,1,1,1,1,1, ,1,2,2,1,5,7,7,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2, , , , , , ,1,2,1,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,2,1,1,3,3,2,2,0,1,0,0,0,1,6,1,2,2,2,7,6,7,1, , , , ,1,2,1,2,2,1,1,1.31543862,1.39110120,0.92837520
2015010049,21,5,3,2,5,11,1,2,1,2,1,5,6,3, , ,2,1, ,4,8,3,2, ,2,4,98,2,2,2, , ,98,2,1,3,1,5,5,2,1,1,2,3,3,1,2,98,98, , , ,2,2,1,98,1,2,2,2,1,1, ,1,2,98,1,1,1,2,2,2,2,2,2,98,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,1,2,2,2,4,7,5,3, , , , ,2,1,3,2,98,1,98,1.27067558,0.98000189,1.19199606
2015010050,24,4,2,2,4,10,1,5,1,2,1,4,2,3, , ,3,1, ,4,3,1,2, ,1,3,1,3,1,2,2,2, ,2,4,1,1,4,7,2,1,1,2,3,3,2, , ,2, , , ,2,1,2,2,1,1,2,2,1,1, ,2,2, , ,2,2,1,2,2,2,2,98,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,6,1,2,2,1,7,6,7,98, , , , ,1,1,3,98,3,98,98,0.52529195,1.82150123,0.99349744
2015010051,41,5,3,2,5,11,1,3,1,2,1,6,4,3, , ,3,1, ,8,1,2,2, ,2,6,2,3,3,1, , ,99,2,1,2,1,5,4,4,1,1,2,3,3,99, , ,99, , , ,1,99,99,99,99,99,99,99,1,99, ,1,2,2,1,2,1,2,2,2,2,2,98,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,2,1,2,2,2,4,4,4,3, , , , ,2,2,3,98,98,1,2,1.27067558,0.76474322,1.06713100
2015010052,47,5,3,1,4,4,1,7,1,2,1,2,4,3, , ,3,1, ,2,2,1, , ,1,9,9,2,2,1,1,1, ,2,2,2,1,4,7,7,1,1,1,2,2,98, , ,98, , , ,2,1,2,2,2,2,2,2,1,12,70,1,2,1,1,2,2,2,1,2,2,1,2,2,1,1,1,0,0,0,0,0,0,2,2,2,3,1,1,2,2,1,2,1,1,0,0,0,0,2,6,1,2,2,1,6,5,6,3, , , , ,2,1,3,1,3,1,2,0.91963910,0.99347906,0.87267498
2015010053,5,9,4,1,4,4,2,4,1,2,1,3,7,3, , ,3,1, ,2,2,1,2, ,1,8,5,1,3,1,1,1, ,2,1,4,1,5,6,6,1,1,2,3,3,1,3,1,1,1,2,2,1,1,2,2,2,2,2,2,2, , , , , , ,1,1,2,2,2,2,2,1,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,3,1,2,2,2,6,7,6,3, , , , ,2,1,3,98,98,1,2,1.73792973,2.49185639,1.08165368
2015010054,33,2,1,1,6,6,1,4,1,2,1,5,5,2,4,2,3,1, ,8,8,2,2, ,1,7,6,3,3,1, , ,1,2,1,98,1,5,4,3,1,1,2,3,3,2, , ,1,2,2,2,1,2,2,1,1,2,2,2,1,1, ,2,1,2, ,2,2,1,2,2,2,2,2,1,2,0,0,1,0,0,0,0,0,2,2,2, ,2,2,98,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,7,3, , , , ,2,1,3,2,3,1,2,1.31794101,1.11318911,1.23915758
2015010055,18,6,3,1,3,3,2,7,1,2,1,2,6,3, , ,3,1, ,2,3,1, , ,1,8,5,1,3,1,1,1, ,2,1,2,1,5,4,6,1,1,2,3,3,1,3,1,1,1,2,2,1,1,2,2,2,2,2,2,1,7,20,1,2,2,1,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,2,1,2,2,2,7,6,6,3, , , , ,1,1,3,2,2,1,2,0.71734923,0.75941553,0.64142733
2015010056,44,7,3,2,3,9,2,6,1,1,1,1,8,3, , ,3,1, ,2,2,1, , ,3,6,6,98,3,1,1,2, ,2,1,98,1,5,4,4,1,1,2,98,98,98, , ,98, , , ,98,2,2,2,2,2,2,2,1,11,-98,1,1,98,1,1,1,98,98,98,98,98,99,99,99,0,0,0,0,0,0,0,1, , , , , , , ,1,1,1,1, , , , , ,2,4,1,98,98,98,4,4,5,3, , , , ,2,99,99,99,99,99,99,0.61192754,1.55476801,0.91116320
2015010057,16,4,2,2,3,9,1,5,1,2,1,2,6,3, , ,3,1, ,2,2,1,2, ,2,7,1,1,3,1,2,1, ,2,1,4,2,5,5,5,1,1,2,3,3,1,3,1,2,1,2,2,2,1,2,2,2,2,2,2,1,3,10,1,2,2,1,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,1,1,2,6,5,5,2,1,1,2, ,1,1,3,2,3,1,2,0.52529195,1.02483743,0.97819042
2015010058,33,2,1,1,4,4,2,6,1,2,1,2,8,2,4,2,3,1, ,2,2,1, , ,1,7,6,1,3,2,1,2, ,2,1,4,2,4,2,4,1,1,2,3,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,5,20,1,2,2,1,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,2,1,2,2,2,5,5,5,3, , , , ,2,1,3,2,2,1,2,1.53310506,0.72554426,0.71190836
2015010059,44,7,3,2,3,9,2,2,1,2,1,2,1,3, , ,3,1, ,6,6,1,2, ,1,1,1,3,1,2,2,2, ,2,4,1,1,2,7,7,1,1,2,2,3,2, , ,2, , , ,2,2,2,2,1,1,2,2,2, , , , , , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,3,2,1,0,0,1,0,0,2,7,1,1,1,1,7,7,7,3, , , , ,1,98,98,98,98,98,98,0.84606674,2.09619562,1.14594065
2015010060,5,9,4,2,3,9,1,6,1,2,1,2,6,3, , ,3,1, ,2,2,1, , ,1,9,9,1,3,1,1,1, ,2,1,1,2,5,3,7,1,1,1,3,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,7,33,2,2, , ,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,7,3, , , , ,2,1,3,2,2,1,2,0.57770169,1.60583969,0.74074148
2015010061,43,6,3,2,4,10,1,4,1,2,1,5,3,3, , ,3,1, ,4,8,3,2, ,2,7,8,3,2,2, , ,1,2,2,2,1,5,5,6,1,1,2,3,3,2, , ,1,2,2,98,2,1,2,1,1,2,2,2,1,2,15,2,2, , ,1,2,1,2,2,2,2,98,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,5,2,2,2,2,6,7,6,3, , , , ,2,1,3,98,2,1,2,0.81368267,1.36725140,0.97467877
2015010062,39,2,1,1,5,5,1,6,5,1,3,6,6,3, , , ,1, ,2, ,1, , , ,6,6,1,2,1, ,98, ,2,3,3,1,2,5,5,1,1,2,2,3,2, , ,2, , , ,2,1,2,2,2,2,1,2,2, , , , , , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,5,2,1,1,1, ,1,1,3,3,98,98,98,1.67027671,1.01556063,0.87111827
2015010063,45,8,4,1,2,2,2,4,2,3,3,6,4,3, , , ,1, ,2, ,1,2, , ,1,1,1,1,1, ,1, ,1,4,5,1,3,7,7,1,2,2,3,3,2, , ,2, , , ,2,1,2,2,2,2,2,2,1,1, ,2,2, , ,1,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,1,2,2,2,7,7,7,3, , , , ,2,1,1,4,4,98,98,1.02959460,1.47792720,2.04342322
2015010064,44,7,3,1,5,5,1,4,1,1,1,6,2,3, , ,3,1, ,8,8,2,2, ,98,3,3,98,98,98, , ,98,98,98,98,98,3,3,3,98,98, ,98,98,98, , ,98, , , ,98,98,98,98,98,98,98,98,1,1, ,2,2, , ,99, , , , , , , ,99,99,0,0,0,0,0,0,0,1, , , , , , , ,1,1,1,1, , , , , ,99,2,98,2,2,2,4,4,3,98, , , , ,98,98,98,98,99,98,98,0.84220425,2.16020845,1.28352584
2015010065,5,9,4,2,1,7,2,4,2,3,3,6,1,3, , , ,1, ,3, ,1,1,2, ,5,98,3,2,2, ,2, ,2,2,1,98,98,98,98,1,2,2,3,3,2, , ,2, , , ,2,2,2,2,2,2,2,2,2, , , , , , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,98,6,3,1, , , , ,2,1,1,1,1,98,98,1.37277598,2.25508140,1.02015183
2015010066,22,1,1,2,5,11,1,3,4,1,3,6,2,3, , , ,1, ,8, ,2,2, , ,8,2,3,3,2, , ,2,2,4,2,1,5,5,4,1,1,1,3,3,2, , ,2, , , ,2,2,2,2,1,2,2,2,1,1, ,2,2, , ,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,7,3, , , , ,1,2,3,2,4,1,2,0.48167297,2.99754010,1.07292348
2015010067,14,3,2,2,6,12,1,4,1,4,1,1,6,3, , ,2,1, ,8,8,2,2, ,1,8,7,3,2,1,99, ,1,2,4,1,1,3,4,6,1,1,2,3,3,2, , ,1,2,2,2,1,99,1,2,1,2,2,2,1,1, ,99,99, , ,7, , , , , , , ,2,1,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,1,2,2,2,6,7,6,3, , , , ,2,1,3,2,2,1,2,0.85376925,0.88840329,1.11581658
2015010068,23,3,2,2,5,11,1,6,4,4,3,6,3,3, , , ,1, ,7, ,1, , , ,1,4,2,1,1, ,2, ,1,4,1,1,3,7,2,1,2,1,2,3,1, ,2,2, , , ,2,2,2,1,2,2,2,1,1,3,40,1,2,2,2,1,2,1,1,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,3,5,1,0,1,1,0,0,1,4,1,2,1,1,4,6,5,1, , , , ,2,1,2,1,1,1,98,1.10217265,1.08232032,0.80906422
2015010069,47,5,3,2,4,10,1,4,1,2,1,6,4,3, , ,3,1, ,7,2,1,2, ,1,3,8,1,2,1, ,1, ,2,1,3,1,5,7,6,1,1,2,3,3,1,3,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1, ,1,2,2,1,1,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,1,1,1,1,7,7,6,3, , , , ,1,1,3,2,3,1,1,1.18958148,1.28924971,1.05272757
2015010070,5,9,4,2,2,8,1,6,1,1,1,6,6,3, , ,3,1, ,3,3,1, , ,1,7,2,3,3,1, ,2, ,2,1,3,1,5,3,7,1,1,2,3,3,1,2,2,2, , , ,2,1,2,2,2,2,2,2,1,15,20,1,2,2,1,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,99,99,7,2,2,2,1, ,1,1,3,98,4,1,98,0.53246133,1.59956524,0.74895761
2015010071,7,1,1,2,4,10,1,2,1,2,1,2,3,3, , ,3,1, ,4,2,1,2, ,3,8,1,1,3,1,2,2, ,2,1,1,1,4,1,7,1,1,2,1,3,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1, ,1,1,1,1,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,3,1,0,1,0,0,0,2,1,1,2,2,2,7,7,7,3, , , , ,2,1,2,3,4,1,98,0.45093276,1.43936829,0.96957267
2015010072,14,3,2,1,3,3,1,4,1,2,1,3,5,3, , ,3,1, ,2,3,1,2, ,1,8,7,1,3,1,2,1, ,2,1,4,1,3,5,7,1,1,2,3,3,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,7,-98,2,2, , ,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,3,1,2,2,2,7,7,6,1, , , , ,1,1,3,1,3,1,2,0.93264634,0.88816454,1.04438827
2015010073,5,9,4,1,4,4,1,4,1,2,1,2,8,2,4,2,3,1, ,1,2,1,2, ,1,10,8,1,3,1,1,1, ,2,1,4,2,5,1,7,1,1,2,3,3,1,3,1,1,1,2,2,1,1,2,2,2,2,1,2,1,3,20,1,2,2,1,3,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,4,7,3, , , , ,1,1,3,2,4,1,2,1.01745299,2.93795471,1.36966443
2015010074,13,8,4,2,1,7,2,6,2,2,2,1,6,3, , , ,1, ,2,2,1, , ,3,8,6,1,3,1,2,2, ,2,1,2,1,5,5,7,1,1,2,3,2,1,1,2,2, , , ,2,98,98,2,98,98,2,2,1,17,20,1,2,2,1,2,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,2,1,1,1, , , , , ,2,2,1,2,2,2,6,7,6,3, , , , ,2,1,98,98,2,2,2,0.49316870,0.34779480,0.74964454
2015010075,37,7,3,1,2,2,1,6,1,1,1,1,5,3, , ,99,1, ,2,2,1, , ,1,9,9,1,1,2,1,1, ,1,1,1,1,4,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,12,20,1,1,1,2,1,1,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,4,98,5, , , , , ,1,5,1,2,2,2,7,6,7,3, , , , ,2,3,3,4,3,2,2,1.26362131,0.39926231,0.97787158
2015010076,6,8,4,1,6,6,1,6,1,2,1,5,7,3, , ,3,1, ,8,8,2, , ,1,8,6,1,3,1, , ,1,2,1,4,2,5,3,7,1,1,2,3,3,1,3,1,1,2,2,2,1,2,1,1,1,2,2,2,1,1, ,1,2,2,1,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,6,2,1,1,1, ,1,1,3,2,2,1,2,0.35559722,1.39189078,0.83828465
2015010077,38,9,4,1,2,2,1,6,1,2,1,2,7,2,2,1,2,1, ,2,2,1, , ,1,10,9,3,1,2,1,1, ,1,1,1,1,4,6,7,1,2,1,2,2,98, , ,1,2,98,1,1,1,2,2,1,1,1,2,1,4,52,2,2, , ,3,98,2,2,1,1,2,1,98,1,1,0,0,0,0,0,0,0,2,2,98,1,2,2,1,4,2,3,2,1,0,0,0,0,1,7,1,2,1,2,6,7,7,1, , , , ,1,98,2,3,3,1,2,1.48299033,0.36186433,1.27881765
2015010078,50,3,2,2,5,11,1,4,1,2,1,2,5,3, , ,2,1, ,4,2,1,2, ,3,4,1,3,2,2,2,2, ,2,2,3,1,5,6,3,1,1,2,3,3,1,2,98,2, , , ,2,1,2,2,2,2,2,2,1,1, ,1,2,2,1,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,3,5,3, , , , ,2,3,3,98,3,1,98,1.66357877,0.78676584,1.03882173
2015010079,10,5,3,1,5,5,1,6,2,1,3,6,1,3, , , ,1, ,7, ,1, , , ,1,1,2,1,1, ,2, ,1,4,4,1,5,7,4,1,2,2,3,3,2, , ,1,2,2,2,2,1,2,2,2,1,2,2,1,1, ,1,2,2,1,3,1,2,2,2,2,2,98,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,7,1,2,1,2,4,7,5,3, , , , ,2,1,3,4,98,1,2,0.89467562,2.44623006,0.84856745
2015010080,14,3,2,2,6,12,1,6,2,1,3,6,4,3, , , ,1, ,8, ,2, , , ,9,7,1,3,1, , ,1,2,1,98,1,5,2,6,1,1,2,3,3,1, ,2,1,2,2,2,1,2,1,1,1,2,2,2,1,1, ,2,2, , ,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,5,1, , , , ,98,1,3,98,2,1,98,0.56564866,0.69920395,0.88108260
2015010081,33,2,1,1,4,4,1,4,2,4,3,6,4,3, , , ,1, ,1, ,1,2, , ,1,1,2,1,2, ,1, ,1,4,1,1,5,5,7,1,1,2,1,3,1, ,2,2, , , ,2,1,2,2,2,2,2,1,1,97, ,2,2, , ,3,2,1,1,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,1,7,2,2,2,2,7,7,7,2,1,1,2, ,2,1,3,3,4,1,98,1.35471455,1.12936683,1.23815740
2015010082,10,5,3,2,6,12,1,2,1,2,1,2,3,3, , ,3,1, ,4,8,3,2, ,3,8,3,1,3,1,2, ,2,2,1,5,2,5,3,7,1,1,2,3,3,2, , ,1,2,2,2,2,2,2,2,1,2,1,2,1,1, ,2,2, , ,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,6,6,3, , , , ,2,1,3,98,4,1,98,1.27067558,3.23738741,1.11841402
2015010083,47,5,3,1,3,3,1,6,1,2,1,3,5,3, , ,3,1, ,2,2,1, , ,3,7,9,3,3,1,1,1, ,2,1,2,1,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,15,1,1,98,1,2,1,1,98,1,98,1,1,98,2,0,0,0,0,0,1,0,0, , , , , , , ,2,3,98,4, , , , , ,1,3,1,2,1,98,7,5,6,2,1,98,98, ,2,1,3,1,3,1,1,0.91963910,0.99347906,0.87267498
2015010084,5,9,4,1,2,2,1,7,2,1,3,6,7,99, , , ,1, ,2, ,1, , , ,10,9,2,98,1, ,98, ,1,2,2,98,5,7,7,1,1,1,1,1,1, ,1,1,1,1,1,1,2,2,1,1,2,2,1,1,13,-98,2,2, , ,2,1,2,2,2,2,2,98,99,99,1,0,0,0,0,0,0,0,3,98,98,98,98,98,98,2,2,2,2,0,0,0,0,1,99,6,1,98,98,98,5,5,7,98, , , , ,98,2,2,3,98,99,99,0.73648700,1.84339373,0.75750119
2015010085,46,1,1,1,6,6,1,2,1,2,1,5,3,2,4,2,2,1, ,8,8,2,2, ,3,8,6,3,2,1, , ,2,2,1,3,2,5,6,6,1,1,2,3,3,2, , ,1,1,2,2,2,2,2,1,1,2,2,2,1,1, ,2,2, , ,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,2,1,2,2,2,7,5,6,3, , , , ,1,1,1,98,3,1,98,0.51189034,0.30233374,1.42395392
2015010086,24,4,2,1,5,5,1,5,3,1,3,6,5,3, , , ,1, ,2, ,1,2, , ,9,8,3,3,1, ,1, ,2,1,3,2,5,1,7,1,1,2,3,3,2, , ,1,1,2,2,1,1,2,2,2,2,2,2,1,1, ,2,2, , ,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,5,6,1, , , , ,2,1,3,2,4,1,2,0.59630148,2.05721011,1.07784604
2015010087,14,3,2,2,3,9,1,4,2,2,2,4,4,3, , , ,1, ,2,7,1,2, ,1,3,1,3,2,2,2,2, ,1,4,1,1,2,7,4,1,2,2,3,3,1,1,2,2, , , ,2,1,2,2,2,1,2,2,2, , , , , , ,7, , , , , , , ,1,2,0,0,0,0,0,1,0,0, , , , , , , ,4,2,5,2,0,1,1,0,0,1,7,1,2,2,1,7,7,5,2,1,1,2, ,2,1,3,98,98,1,98,0.79928198,0.86642352,1.08047368
2015010088,26,4,2,2,5,11,1,4,3,4,3,1,1,3, , , ,1, ,1, ,1,2, , ,6,1,2,3,2,2,2, ,2,2,1,1,4,3,4,1,1,2,2,3,2, , ,2, , , ,2,1,2,2,2,2,2,1,2, , , , , , ,1,2,1,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,5,2,2,98,98,7,6,6,98, , , , ,2,1,2,98,2,1,2,0.56110124,2.16440624,1.16849654
2015010089,39,2,1,2,2,8,2,6,1,2,1,1,8,3, , ,3,1, ,2,2,1, , ,1,8,7,3,2,2,1,2, ,2,3,4,2,5,7,6,1,1,2,3,3,1,3,2,98, , , ,98,1,2,2,1,1,2,2,1,13,10,2,2, , ,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,5,1,2,2,2,5,5,6,3, , , , ,2,1,3,2,3,2,98,1.68829824,1.11670667,1.00166195
2015010090,39,2,1,1,4,4,2,5,1,2,1,5,3,3, , ,3,1, ,2,1,1,2, ,1,4,3,1,2,2, ,98, ,1,4,2,1,2,4,4,1,1,2,3,3,1,1,98,2, , , ,2,98,2,2,2,2,2,1,2, , , , , , ,3,2,1,1,1,1,2,1,2,1,1,0,0,0,0,0,0,0,2,2,98,1,4,1,98,1,1,1,1, , , , , ,1,6,1,2,2,1,4,4,6,3, , , , ,98,98,98,1,98,98,98,1.68868303,1.07334078,0.74001234
2015010091,3,8,4,1,4,4,1,7,1,2,1,2,5,2,4,1,3,1, ,6,2,1, , ,1,4,3,3,2,2,2,1, ,1,2,1,1,1,7,3,1,1,1,2,3,2, , ,2, , , ,2,1,2,2,1,1,2,2,2, , , , , , ,1,1,2,2,2,2,2,2,2,1,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,1,7,1,2,2,2,6,6,6,3, , , , ,2,1,3,98,98,98,2,0.36551919,1.77311647,0.80899582
2015010092,5,9,4,2,6,12,1,7,4,1,3,5,4,3, , , ,1, ,8, ,2, , , ,5,5,3,3,98, , ,1,2,2,2,1,2,4,5,1,2,2,3,3,2, , ,1,2,2,2,2,2,2,2,1,2,2,1,2, , , , , , ,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,1,2,1,2,2,2,6,6,6,3, , , , ,1,1,3,98,4,1,2,0.61708377,1.66616893,0.77868374
2015010093,50,3,2,1,4,4,1,6,2,2,2,6,5,3, , , ,1, ,2,2,1, , ,1,7,9,1,3,1, ,2, ,2,1,4,2,5,3,6,1,1,2,3,3,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,4,20,1,2,2,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,1,2,2,2,6,6,5,3, , , , ,98,1,3,2,2,1,2,1.20399897,0.61904538,0.82999482
